Address,ADA,Asset_Name
addr_test1wzs7xqd6y04p6nyeqjzt8gpuktw4x82p4ve9fmg5vut22ksl6el0e,85.03871,"AggState,NodeFeed,OracleFeed,Reward,tDRIP,PaymentToken"
